Domain,Indicator,CD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Definition,Source
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 5,*,*,*,*,*,*,*,*,11.3,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 6,*,*,*,*,*,*,*,*,10.3,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 7,*,*,*,*,*,*,*,*,9.7,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 8,*,*,*,*,*,*,*,*,7.3,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 9,*,*,*,*,*,*,*,*,23.5,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 10,*,*,*,*,*,*,*,*,22.4,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 11,*,*,*,*,*,*,*,*,21.9,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Manhattan CD 12,*,*,*,*,*,*,*,*,18.8,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Queens CD 1,*,*,*,*,*,*,*,*,20.4,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Queens CD 2,*,*,*,*,*,*,*,*,21.4,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Queens CD 3,*,*,*,*,*,*,*,*,25.5,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Queens CD 4,*,*,*,*,*,*,*,*,27.9,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
Economic Security and Mobility,Poverty Rate: Number of New Yorkers in or Near Poverty (2009-2013 average),Queens CD 5,*,*,*,*,*,*,*,*,19.6,*,*,"Percent of the City population in poverty using the CEO poverty rate. The measure includes a poverty threshold that recognizes the expense of New York City housing. On the income side, the measure includes household resources derived from programs such as the Supplemental Nutrition Assistance Program (SNAP) benefits, housing subsidies, and tax credits, while accounting for resources spent on transportation to work, child care, and out-of-pocket medical costs.",American Community Survey Public Use Micro Sample as augmented by CEO
