"UID","Property Name","Lon","Lat","Agency IDs and BBLs","Names","DOF Assessed Value","Delinquencies, Liens and Arrears","Addresses","Serious Violations Issued in 2010","REAC Number","Borough","CD","City Council District","Census Tract","Building Count","Unit Count","Year Built","Owner","Rental/Coop (Tenure)","Agencies","Portfolios","Owner Profit Status","Affordability Restrictions","Start Affordability Restrictions","Status Mitchell-Lama","Start Mitchell-Lama","Status LIHTC","Placed in Service (LIHTC)","Status HUD Project-Based Rental Assistance","Earliest HUD Project-Based Rental Assistance Contract Start","Status HUD Financing & Insurance","Start HUD Financing & Insurance"
,"100699","TROUTMAN EVERGREEN SENIOR CITIZENS HOUSES","-73.9308767173036","40.6985997085426","BBL 3-03183-0037;HUD Property 800112232","TROUTMAN EVERGREEN SENIOR CITIZENS HOUSES","1644300",,"76 TROUTMAN STREET","0","86","Brooklyn","BK04: Bushwick","34","Brooklyn 391","1","81","2001","TROUTMAN EVERGREEN HD","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","2000","Never",,"Never",,"Former","2000","Current","2000"
,"100700","TURIN HOUSE","-73.9701060849561","40.7886798860507","BBL 1-01203-0001;HUD Property 800015983","TURIN HOUSE","7281000",,"601 COLUMBUS AVENUE","0","82","Manhattan","MN07: Upper West Side","06","Manhattan 173","1","189","1971","TURIN HOUSING DEVELOP","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Affordable","1970","Never",,"Never",,"Current","1970","Former","1972"
,"100701","TWEEMILL HOUSE","-73.9363866420288","40.8050659303413","BBL 1-01775-0020;HUD Property 800015984;SHARS 19900673","TWEEMILL HOUSE;TWEEMILL HOUSE HDF/202","1562400","Delinquent for over $500 of taxes for at least one year, as of 10/2012","141 EAST 126 STREET","1","91","Manhattan","MN11: East Harlem","08","Manhattan 204","1","40","1990","MILLTWEE HDFC","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1991","Never",,"Never",,"Current","1991","Current","1991"
,"100702","TWIN PARK SOUTH EAST HOUSES","-73.8846035382534","40.8464324550897","BBL 2-03111-0015;HUD Property 800015988;OHO U014","TWIN PARK SOUTH EAST HOUSES;Twin Parks S.E. 3 & 4","3164400",,"2111 SOUTHERN BOULEVARD","0","89","Bronx","BX06: Belmont/East Tremont","15","Bronx 365.01","2","408","1973","TWIN PARKS SOUTHEAST","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Mitchell-Lama;Rental Supplement Program (Rent Supp)","Limited Profit","Affordable","1972","Current, Eligible to Opt Out","1973","Never",,"Former","1972","Never",
,"100703","TWIN PARKS APARTMENTS","-73.884903546813","40.8506019567107","BBL 2-03100-0065;HUD Property 800015985;OHO U017;SHARS 20120084","TWIN PARKS;TWIN PARKS APARTMENTS;Twin Parks N.E. 6 & 8","2623500",,"711 GARDEN STREET","0","71","Bronx","BX06: Belmont/East Tremont","15","Bronx 393","2","274","1971","TWIN PARKS, L.P.","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Mitchell-Lama;Rental Supplement Program (Rent Supp)","Limited Profit","Affordable","1972","Current, Eligible to Opt Out","1972","Never",,"Former","1972","Never",
,"100704","TWIN PARKS N.W. HOUSES","-73.8952875311202","40.8579978333154","BBL 2-03024-0008;HUD Property 800015987;OHO U010","Twin Parks N.W. 4,5 & 11;TWIN PARKS N.W. HOUSES","1772100","Delinquent for over $500 of taxes for at least one year, as of 10/2012","355 EAST 184 STREET","4","87","Bronx","BX05: Fordham/University Heights","15","Bronx 383","2","334","1972","TWIN PARKS NORTHWEST","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Mitchell-Lama;Rental Supplement Program (Rent Supp)","Limited Profit","Affordable","1972","Current, Eligible to Opt Out","1972","Never",,"Former","1972","Never",
,"100705","TWIN PARKS S.W. HOUSES","-73.8987409930907","40.8525115200928","BBL 2-03142-0001;BBL 2-03143-0001;HUD Property 800015990;OHO U009","Twin Parks S.W.;TWIN PARKS S.W. HOUSES","6630300",,"1978 VALENTINE AVENUE;2086 TIEBOUT AVENUE","4","85","Bronx","BX05: Fordham/University Heights","15","Bronx 379","4","534","1973","TWIN PARKS SOUTHWEST","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Mitchell-Lama;Rental Supplement Program (Rent Supp)","Limited Profit","Affordable","1971","Current, Eligible to Opt Out","1973","Never",,"Former","1971","Never",
,"100706","TWO BRIDGES SENIOR APARTMENTS","-73.9901960950314","40.7107985443704","BBL 1-00248-0070;HPD Application 2005-125;HUD Property 800015991","80 Rutgers Slip;TWO BRIDGES SENIOR APARTMENTS","3780900",,"80 RUTGERS SLIP","0","92","Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 6","1","109","1987","TWO  BRIDGES SENIOR A","Rental","Department of Housing Preservation & Development;Housing Development Corporation;U.S. Department of Housing and Urban Development","LIHTC 4%;Other HDC Mortgage;Project-Based Section 8","For Profit","Affordable","1988","Never",,"Current","2005","Current","1988","Never",
,"100707","TYSENS PARK   SEC. I","-74.1131249560182","40.5627748728523","BBL 5-03983-0001;HUD Property 800015992","TYSENS PARK   SEC. I","4944600",,"285 MILL ROAD","0",,"Staten Island","SI03: Tottenville/Great Kills","50","Staten Island 128.03","1",,"1969","ESTATE OF EDWARD J. L","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Not Affordable","1968","Never",,"Never",,"Never",,"Former","1968"
,"100708","TYSENS PARK  SEC. II","-74.112345456594","40.563662209456","BBL 5-03983-0045;HUD Property 800015993","TYSENS PARK  SEC. II;TYSENS PARK SEC II","5292000",,"245 MILL ROAD","1",,"Staten Island","SI03: Tottenville/Great Kills","50","Staten Island 128.03","1","373","1968","ESTATE OF EDWARD J. L","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Not Affordable","1970","Never",,"Never",,"Never",,"Former","1970"
,"100709","TYSENS PARK SEC III","-74.1115982002402","40.5644726548713","BBL 5-03983-0065;HUD Property 800027374","TYSENS PARK SEC III;TYSENS PARK SECT III","3465900",,"26 EBBITTS STREET","1",,"Staten Island","SI03: Tottenville/Great Kills","50","Staten Island 128.03","1","250","1969","TYSENS PARK APARTMENT","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Not Affordable","1970","Never",,"Never",,"Never",,"Former","1970"
,"100710","UJC BIALYSTOKER SYNAGOGUE HOUSES","-73.9832837210403","40.7160072951962","BBL 1-00336-0001;HUD Property 800015996","UJC BIALYSTOKER SYNAGOGUE HOUSES","2557800",,"15 BIALYSTOKER PLACE","1","63","Manhattan","MN03: Lower East Side/Chinatown","01","Manhattan 12","1","128",,"U J C BIALYSTOKER HOU","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1983","Never",,"Never",,"Former","1983","Current","1983"
,"100711","UNION  STREET HOUSES","-73.9330242733029","40.6681230816669","BBL 3-01396-0047;BBL 3-01396-0068;BBL 3-01396-0070;BBL 3-01396-0074;BBL 3-01402-0021;BBL 3-01402-0024;HUD Property 800016003","UNION  STREET HOUSES","2365630",,"1676 UNION STREET;1690 UNION STREET;1703 UNION STREET;1715 UNION STREET;1719 UNION STREET;1751 UNION STREET","0","73","Brooklyn","BK09: South Crown Heights/Lefferts Gardens","41","Brooklyn 351","6","119","1925","VINS CROWN REALTY ASS","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Other HUD Insurance without affordability restrictions;Project-Based Section 8",,"Not Affordable","1979","Never",,"Never",,"Former","1979","Never",
,"100712","UNION DEVELOPMENT","-73.9369351794082","40.6683531081662","BBL 3-01394-0044;BBL 3-01394-0046;HUD Property 800016001","UNION DEVELOPMENT","722250","Delinquent for over $500 of taxes for at least one year, as of 10/2012","1615 UNION STREET;1619 UNION STREET","0","96","Brooklyn","BK09: South Crown Heights/Lefferts Gardens","35","Brooklyn 337","2","33","1915","UNION STREET ASSOCIAT","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1981","Never",,"Never",,"Current","1981","Former","1981"
,"100713","UNION GARDENS I","-73.932163216964","40.6676587105916","BBL 3-01402-0029;BBL 3-01402-0036;BBL 4-11461-0050;HUD Property 800016002","UNION GARDENS I","3835400",,"1692 UNION STREET;1702 UNION STREET;1706 UNION STREET;81-27 156 AVENUE","8","86","Brooklyn","BK09: South Crown Heights/Lefferts Gardens","41","Brooklyn 351","4","61","1920","UNION GARDENS ASSOCIA","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Not Affordable","1982","Never",,"Never",,"Former","1982","Former","1983"
,"100714","UNITED HELP/SELF HELP","-73.8201384945495","40.7524171537451","BBL 4-05200-0006;HUD Property 800016007","UNITED HELP/SELF HELP","2786400",,"140-18 45 AVENUE","0","98","Queens","QN07: Flushing/Whitestone","20","Queens 1205","1","66","1996","UNITED HELP/SELF HELP","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","1996","Never",,"Never",,"Current","1996","Current","1996"
,"100715","UNITY APARTMENTS","-73.9257768803321","40.6698313719927","BBL 3-01380-0054;BBL 3-01386-0044;HUD Property 800016008","UNITY APARTMENTS","2175390","Delinquent for over $500 of taxes for at least one year, as of 10/2012","1539 ST JOHNS PLACE;260 BUFFALO AVENUE","13","52","Brooklyn","BK08: Crown Heights/Prospect Heights","41","Brooklyn 357","2","83","1928","UNITY HOUSING ASSOC","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Not Affordable","1982","Never",,"Never",,"Former","1982","Former","1983"
,"100716","UNIVERSITY HEIGHTS SENIOR HOUSING","-73.9100367907163","40.8606698869329","BBL 2-03225-0048;HUD Property 800015816","UNIVERSITY HEIGHTS SENIOR HOUSING","2724750",,"123 WEST 183 STREET","2","35","Bronx","BX07: Kingsbridge Heights/Bedford","14","Bronx 255","1","105","1950","SEDGWICK & NORTH HALL","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1980","Never",,"Never",,"Current","1980","Current","1984"
,"100717","UNIVERSITY HOUSES","-73.9106471140526","40.8611451934036","BBL 2-03234-0037;HUD Property 800016011","UNIVERSITY HOUSES","773900",,"2251 SEDGWICK AVENUE","0","59","Bronx","BX07: Kingsbridge Heights/Bedford","14","Bronx 257","1","50","1924","UNIVERSITY HOUSING AS","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1980","Never",,"Never",,"Current","1980","Former","1981"
,"100718","UNIVERSITY RESIDENCE","-73.9252806088298","40.84252732771","BBL 2-02534-0008;HUD Property 800016010","UNIVERSITY GARDENS;UNIVERSITY RESIDENCE","2101500","Delinquent for over $500 of taxes for at least one year, as of 10/2012","1380 UNIVERSITY AVENUE","12",,"Bronx","BX04: Highbridge/Concourse","16","Bronx 201","1","138","1967","UNIVERSITY RESIDENCE","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Not Affordable","1969","Never",,"Never",,"Never",,"Former","1969"
,"100719","UNIVERSITY SENIOR HOUSING","-73.9266749535558","40.8399070304333","BBL 2-02529-0025;HUD Property 800217796","UNIVERSITY SENIOR HOUSING","4428133",,"1285 Merriam Avenue","0",,"Bronx","BX04: Highbridge/Concourse","16","Bronx 201","1","84","2005","UNIVERSITY AVENUE SE","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","2007","Never",,"Never",,"Former","2007","Current","2007"
,"100720","UPACA II","-73.9417701366953","40.7993268187864","BBL 1-01644-0059;HUD Property 800016014","UPACA II","1168200",,"124 EAST 117 STREET","8","30","Manhattan","MN11: East Harlem","08","Manhattan 182","1","72","1910","DDEH 124 E117 LLC","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Not Affordable","1971","Never",,"Never",,"Former","1998","Former","1971"
,"100721","UPACA III","-73.9411400215202","40.8012011438518","BBL 1-01768-0005;HUD Property 800016015","UPACA III","245490","Delinquent for over $500 of taxes for at least one year, as of 10/2012","111 EAST 119 STREET","0","56","Manhattan","MN11: East Harlem","08","Manhattan 196","1","22","1910","JAMES PLACE 1V LLC","Rental","Department of Finance;U.S. Department of Housing and Urban Development","J-51 Tax Exemption;Project-Based Section 8;Section 221(d)(3) Below Market Interest Rate (BMIR)",,"Not Affordable","1978","Never",,"Never",,"Former","1979","Former","1978"
,"100722","UPACA TERRACE SITE 7","-73.9407362823358","40.8003061577012","BBL 1-01767-0016;HUD Property 800016017;OHO U183;SHARS 19931101","Upaca 7;UPACA SITE 7 RESIDENTIAL PROJECT;UPACA TERRACE SITE 7","3129300",,"1900 LEX AVENUE","3","41","Manhattan","MN11: East Harlem","08","Manhattan 182","1","134","1975","UPACA SITE 7 ASSOCIAT","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","LIHTC 9%;Mitchell-Lama;Rental Assistance Program (RAP)","Limited Profit","Affordable","1975","Former","1975","Current","1995","Former","1976","Never",
,"100723","UPACA VII","-73.9396326333158","40.8025397882968","BBL 1-01770-0159;HUD Property 800016020","UPACA VII","1338300",,"114 EAST 122 STREET","4","46","Manhattan","MN11: East Harlem","08","Manhattan 196","1","91","1973","122ND STREET LLC","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 236",,"Affordable","1974","Never",,"Never",,"Current","1982","Former","1974"
,"100724","VALLEY  APARTMENTS","-73.9598395540301","40.8002402886464","BBL 1-01844-0020;BBL 1-01859-0015;HUD Property 800016033","VALLEY  APARTMENTS","13567500",,"12 WEST 109 STREET;133 WEST 104 STREET;16 WEST 109 STREET;200 MANHATTAN AVENUE;204 MANHATTAN AVENUE","1","91","Manhattan","MN07: Upper West Side","08","Manhattan 193","5","126","1890","MANHATTAN AVE REDVLPM","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1982","Never",,"Never",,"Current","1982","Former","1983"
,"100725","VERNON AVENUE","-73.9456131478287","40.6799322338875","BBL 3-01588-0001;BBL 3-01862-0014;HUD Property 800016028;OHO U237","Bed-Stuy Restoration;VERNON AVENUE","15547500",,"1368 FULTON STREET;280 VERNON AVENUE;721 WILLOUGHBY AVENUE","15","53","Brooklyn","BK03: Bedford Stuyvesant","36","Brooklyn 247","4","267","1976","WILLOUGHBY COURT APAR","Rental","Division of Housing & Community Renewal;U.S. Department of Housing and Urban Development","Mitchell-Lama;Project-Based Section 8","Limited Profit","Affordable","1977","Current, Eligible to Opt Out","1977","Never",,"Current","1977","Never",
,"100726","VICTORY ONE HOUSING FOR THE ELDERLY","-73.9458779168725","40.8023754616494","BBL 1-01717-0032;HUD Property 800015226","VICTORY ONE HOUSING FOR THE ELDERLY","37343",,"3 WEST 118 STREET","0","84","Manhattan","MN10: Central Harlem","09","Manhattan 190","1","110",,"VICTORY ONE HOUSINGDE","Rental","U.S. Department of Housing and Urban Development","Project Rental Assistance Contract (PRAC);Section 202/811",,"Affordable","1997","Never",,"Never",,"Current","1997","Current","1997"
,"100727","VILLA ALEJANDRINA","-73.9184493684873","40.8134150496294","BBL 2-02290-0110;HUD Property 800016041","VILLA ALEJANDRINA","1631700",,"420 EAST 146 STREET","0","71","Bronx","BX01: Mott Haven/Melrose","17","Bronx 43","1","71","1905","BROOK AVE DEVELOPMENT","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8",,"Affordable","1984","Never",,"Never",,"Current","1984","Never",
,"100728","VILLA HERMOSA APARTMENTS","-73.9493836588694","40.7948510251667","BBL 1-01613-0006;HUD Property 800016042","VILLA HERMOSA APARTMENTS","17523000",,"1 EAST 107 STREET;1596 MADISON AVENUE;2 EAST 108 STREET","12","94","Manhattan","MN11: East Harlem","08","Manhattan 174.01","3","272","1930","BEAUTIFUL VILLAGE ASS","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1980","Never",,"Never",,"Current","1980","Former","1981"
,"100729","WALTON AVENUE SENIOR HOUSING","-73.9200749213046","40.8345669377618","BBL 2-02479-0029;HUD Property 800016060","WALTON AVENUE SENIOR HOUSING","1189800",,"1181 WALTON AVENUE","0","69","Bronx","BX04: Highbridge/Concourse","16","Bronx 197","2","75","1992","WALTON AVE SENIOR HSN","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 202/811",,"Affordable","1991","Never",,"Never",,"Current","1991","Current","1992"
,"100730","WASHINGTON HEIGHTS","-73.9409328193841","40.8352547039218","BBL 1-02119-0036;HUD Property 800016063","WASHINGTON HEIGHTS","2773800",,"2020 AMSTERDAM AVENUE","5","72","Manhattan","MN12: Washington Heights/Inwood","10","Manhattan 245","1","110","1983","TPE SITE A GENERAL LL","Rental","U.S. Department of Housing and Urban Development","Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1983","Never",,"Never",,"Current","1983","Former","1983"
,"100731","WASHINGTON PLAZA","-73.8925985996173","40.8553631966286","BBL 2-03053-0055;HUD Property 800016064","WASHINGTON PLAZA","4149000",,"2300 WASHINGTON AVENUE;489 EAST 183 STREET","2","72","Bronx","BX06: Belmont/East Tremont","15","Bronx 385","2","75","1928","WASHINGTON PLAZA ASSO","Rental","U.S. Department of Housing and Urban Development","Other HUD Insurance without affordability restrictions;Project-Based Section 8;Section 221 (d) (3) & (4) with affordability restrictions",,"Affordable","1984","Never",,"Never",,"Current","1984","Former","1985"
